pair_id,domain,layer,head,head_label,clean_ld,corrupted_ld,patched_ld,behavioral_gap,recovery
67,product,1,7,L1H7,1.5984039306640625,0.8102493286132812,0.7816848754882812,0.7881546020507812,-0.03624219544068535
67,product,1,8,L1H8,1.5984039306640625,0.8102493286132812,0.8048934936523438,0.7881546020507812,-0.006795411645128503
67,product,1,9,L1H9,1.5984039306640625,0.8102493286132812,0.810455322265625,0.7881546020507812,0.0002613619863510963
67,product,1,10,L1H10,1.5984039306640625,0.8102493286132812,0.8073577880859375,0.7881546020507812,-0.0036687478824839067
67,product,1,11,L1H11,1.5984039306640625,0.8102493286132812,0.8141021728515625,0.7881546020507812,0.004888437152122356
67,product,2,0,L2H0,1.5984039306640625,0.8102493286132812,0.8081817626953125,0.7881546020507812,-0.002623299937079522
67,product,2,1,L2H1,1.5984039306640625,0.8102493286132812,0.7935028076171875,0.7881546020507812,-0.021247761482987272
67,product,2,2,L2H2,1.5984039306640625,0.8102493286132812,0.8048171997070312,0.7881546020507812,-0.006892212380814094
67,product,2,3,L2H3,1.5984039306640625,0.8102493286132812,0.80548095703125,0.7881546020507812,-0.0060500459803494505
67,product,2,4,L2H4,1.5984039306640625,0.8102493286132812,0.8168869018554688,0.7881546020507812,0.008421664004646435
67,product,2,5,L2H5,1.5984039306640625,0.8102493286132812,0.8084793090820312,0.7881546020507812,-0.0022457770679057162
67,product,2,6,L2H6,1.5984039306640625,0.8102493286132812,0.81884765625,0.7881546020507812,0.01090944291176613
67,product,2,7,L2H7,1.5984039306640625,0.8102493286132812,0.812896728515625,0.7881546020507812,0.003358985528290015
67,product,2,8,L2H8,1.5984039306640625,0.8102493286132812,0.808837890625,0.7881546020507812,-0.0017908136101834375
67,product,2,9,L2H9,1.5984039306640625,0.8102493286132812,0.80389404296875,0.7881546020507812,-0.008063501282609747
67,product,2,10,L2H10,1.5984039306640625,0.8102493286132812,0.8108978271484375,0.7881546020507812,0.0008228062533275253
67,product,2,11,L2H11,1.5984039306640625,0.8102493286132812,0.8102264404296875,0.7881546020507812,-2.9040220705677363e-05
67,product,3,0,L3H0,1.5984039306640625,0.8102493286132812,0.8117752075195312,0.7881546020507812,0.0019360147137118242
67,product,3,1,L3H1,1.5984039306640625,0.8102493286132812,0.7983856201171875,0.7881546020507812,-0.015052514399109432
67,product,3,2,L3H2,1.5984039306640625,0.8102493286132812,0.8109283447265625,0.7881546020507812,0.0008615265476017617
67,product,3,3,L3H3,1.5984039306640625,0.8102493286132812,0.81005859375,0.7881546020507812,-0.00024200183921397803
67,product,3,4,L3H4,1.5984039306640625,0.8102493286132812,0.80645751953125,0.7881546020507812,-0.004810996563573883
67,product,3,5,L3H5,1.5984039306640625,0.8102493286132812,0.8335113525390625,0.7881546020507812,0.02951454431053676
67,product,3,6,L3H6,1.5984039306640625,0.8102493286132812,0.8114089965820312,0.7881546020507812,0.0014713711824209865
67,product,3,7,L3H7,1.5984039306640625,0.8102493286132812,0.8087234497070312,0.7881546020507812,-0.0019360147137118242
67,product,3,8,L3H8,1.5984039306640625,0.8102493286132812,0.7979278564453125,0.7881546020507812,-0.015633318813222982
67,product,3,9,L3H9,1.5984039306640625,0.8102493286132812,0.8087005615234375,0.7881546020507812,-0.0019650549344175016
67,product,3,10,L3H10,1.5984039306640625,0.8102493286132812,0.7950439453125,0.7881546020507812,-0.01929238662213833
67,product,3,11,L3H11,1.5984039306640625,0.8102493286132812,0.808349609375,0.7881546020507812,-0.002410338318571221
67,product,4,0,L4H0,1.5984039306640625,0.8102493286132812,0.8059539794921875,0.7881546020507812,-0.005449881419098785
67,product,4,1,L4H1,1.5984039306640625,0.8102493286132812,0.8185272216796875,0.7881546020507812,0.010502879821886647
67,product,4,2,L4H2,1.5984039306640625,0.8102493286132812,0.8076324462890625,0.7881546020507812,-0.0033202652340157783
67,product,4,3,L4H3,1.5984039306640625,0.8102493286132812,0.802490234375,0.7881546020507812,-0.009844634819224625
67,product,4,4,L4H4,1.5984039306640625,0.8102493286132812,0.8083419799804688,0.7881546020507812,-0.00242001839213978
67,product,4,5,L4H5,1.5984039306640625,0.8102493286132812,0.8095855712890625,0.7881546020507812,-0.0008421664004646435
67,product,4,6,L4H6,1.5984039306640625,0.8102493286132812,0.8206329345703125,0.7881546020507812,0.013174580126808964
67,product,4,7,L4H7,1.5984039306640625,0.8102493286132812,0.7912979125976562,0.7881546020507812,-0.024045302744300858
67,product,4,8,L4H8,1.5984039306640625,0.8102493286132812,0.8184127807617188,0.7881546020507812,0.010357678718358259
67,product,4,9,L4H9,1.5984039306640625,0.8102493286132812,0.8165664672851562,0.7881546020507812,0.008015100914766952
